Player Name,Country,Gender,Matches Played,Innings,Runs,Balls Faced,Highest Score,Average,Strike Rate,Not Out,Fours,Sixes,Ducks,Fifties,Hundreads,Two Hundreads
Anthony Sanawar,West Indies,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ben Cooper,Netherlands,Male,13,11,187,207,74,18.7,90.34,1,23,4,2,1,0,0
Scott Kuggeleijn,New Zealand,Male,2,1,11,6,11,0,183.34,1,1,0,0,0,0,0
Sarah Elliott,Australia,Female,22,16,416,627,96,32,66.35,3,36,0,1,4,0,0
Mark Craig,New Zealand,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dane Piedt,South Africa,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ollie Robinson,England,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brad Taylor,England,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shan Masood,Pakistan,Male,9,9,163,234,50,18.11,69.66,0,19,0,2,1,0,0
James McMillan,New Zealand,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ammar Mahmood,Pakistan,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kenneth Kamyuka,Canada,Male,2,1,2,2,2,2,100,0,0,0,0,0,0,0
Alex Dowdalls,Scotland,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Simon Harmer,South Africa,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jahandad Khan,Pakistan,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gemma Triscari,Australia,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hasan Mahmood,Pakistan,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Salman Nazar,Canada,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rassie van der Dussen,South Africa,Male,71,66,2657,3053,134,50.13,87.03,13,206,50,3,17,6,0
Ali Waqas,Pakistan,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jaron Morgan,Australia,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Usman Arshad,England,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cecil Pervez,Canada,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michael Bracewell,New Zealand,Male,34,29,757,656,140,37.85,115.4,9,59,38,1,2,2,0
Ben Ashkenazi,Australia,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Graeme van Buuren,South Africa,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Farrukh Shehzad,Pakistan,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eddie Richardson,Ireland,Male,2,1,12,18,12,12,66.67,0,2,0,0,0,0,0
Lloyd Brown,South Africa,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hayes van der Berg,South Africa,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sine Ntshona,South Africa,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
John Anderson,Ireland,Male,8,8,151,267,39,18.88,56.56,0,19,0,0,0,0,0
Greg Oldfield,South Africa,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nqazibini Sigwili,South Africa,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bradley Dial,South Africa,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Corbin Bosch,South Africa,Male,6,5,124,129,40,62,96.13,3,14,1,0,0,0,0
Billy Stanlake,Australia,Male,7,5,4,28,2,1.33,14.29,2,0,0,1,0,0,0
Dayyaan Galiem,South Africa,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kelvin Smith,Australia,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Justin Dill,United States of America,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Deven Bell,Zimbabwe,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jagdish Zope,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Waqas Maqsood,Pakistan,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashar Zaidi,Pakistan,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jason Smith,South Africa,Male,3,3,132,149,91,44,88.6,0,10,6,1,1,0,0
Guy Walker,Australia,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clive Chitumba,Zimbabwe,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yaseen Valli,South Africa,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jack Myers,Zimbabwe,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brandon Diplock,Zimbabwe,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shoun Handirisi,Zimbabwe,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tom Andrews,Australia,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Imran Khalid,Pakistan,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carl Mumba,Zimbabwe,Male,7,7,32,55,13,8,58.19,3,1,1,0,0,0,0
Jay Lenton,Australia,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dhiren Gondaria,Kenya,Male,2,2,7,45,6,3.5,15.56,0,0,0,0,0,0,0
Shawn Craig,Australia,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joylord Gumbie,Zimbabwe,Male,16,16,382,581,78,23.88,65.75,0,42,1,2,2,0,0
Khurram Shehzad,Pakistan,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tapan Sharma,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nick Winter,Australia,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mkhululi Nyathi,Zimbabwe,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kagiso Rabada,South Africa,Male,106,45,401,507,31,14.85,79.1,18,30,12,2,0,0,0
Matt Hunn,England,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Charles Kwinje,Zimbabwe,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clyde Fortuin,South Africa,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Santosh Jena,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sayed Shirzad,Afghanistan,Male,2,1,25,17,25,25,147.06,0,2,2,0,0,0,0
Ryan Lees,Australia,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dylan Nel,Zimbabwe,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andile Phehlukwayo,South Africa,Male,85,57,884,1027,69,23.26,86.08,19,77,36,5,2,0,0
Gurdeep Singh,Kenya,Male,1,1,1,23,1,1,4.35,0,0,0,0,0,0,0
Aiden Markram,South Africa,Male,83,79,2590,2650,175,37,97.74,9,264,58,6,14,3,0
Lungi Ngidi,South Africa,Male,71,28,125,242,20,10.42,51.66,16,8,6,5,0,0,0
Matthew Weaver,Australia,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Viki Saha,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vishnu Tiwari,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cheepurapalli Stephen,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yamin Ahmadzai,Afghanistan,Male,9,5,9,32,5,3,28.13,2,0,0,1,0,0,0
Aswin Crist,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andrew Tye,Australia,Male,7,7,57,48,19,14.25,118.75,3,5,2,0,0,0,0
Suman Majumdar,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TG ward,Australia,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Koteswar Rao,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kakani Harish,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
David Talalla,Australia,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bhavik Thaker,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vinoop Manoharan,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shailender Gehlot,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abhijit Chakraborty,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Umashankar Sushil,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HD Rawle,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Baba Indrajith,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vishal Bhatia,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Siddharth Saraf,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rahul Kanojia,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nikhil Sawke,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manojit Ghosh,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
James Munting,Australia,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abhijit Roy,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rahul Keni,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sujay Tarafdar,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hardik Pandya,India,Male,94,68,1904,1717,92,32.83,110.9,10,141,76,4,11,0,0
Maneik Mohil,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abhishek Bhat,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moseline Daniels,South Africa,Female,33,12,40,92,11,10,43.48,8,4,0,2,0,0,0
Avi Barot,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Babashafi Pathan,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nobet Jhonson Ida,Sri Lanka,Female,1,1,0,1,0,0,0,0,0,0,1,0,0,0
Nadine Moodley,South Africa,Female,9,8,80,163,54,10,49.08,0,9,0,1,1,0,0
Lizelle Lee,South Africa,Female,100,99,3315,3936,132,36.43,84.23,8,418,70,12,23,3,0
Chandima Gunaratne,Sri Lanka,Female,15,13,44,129,13,8.8,34.11,8,5,0,2,0,0,0
Alexis le Breton,South Africa,Female,6,3,4,16,3,4,25,2,0,0,0,0,0,0
Shakti Singh,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chetan Bist,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maduri Samuddika,Sri Lanka,Female,23,18,130,279,21,10.83,46.6,6,10,0,0,0,0,0
Sudharshani Karunaratne,Sri Lanka,Female,2,2,17,14,13,8.5,121.43,0,3,0,0,0,0,0
Pushkaraj Sudhakar Chavan,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Waqar Ahmed,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kuldeep Laxminarayan Mathur,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S Shankar,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alfred Absolem,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pappu Kumar Singh,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saiyed Khalid,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rebeca Vandort,Sri Lanka,Female,7,7,75,103,36,10.71,72.82,0,6,0,2,0,0,0
Mohammad Akbar Khan,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bharatkumar Solanki,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Soumendra Das,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Navdeep Singh,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mohsin Iqbal,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shasheem Rathour,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ben Oakley,Australia,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abhinav Bali,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kamlesh Sharma,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sean Thomas Easey,Australia,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gitimoy Basu,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sachin Mohan,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rongsen Jonathan,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arvind Mathur,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Digvijay Singh,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manoj Vijay Joglekar,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Deepak Chopra,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Obus Pienaar,United States of America,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trent Lawford,Australia,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andy McBrine,Ireland,Male,95,65,920,1287,79,18.04,71.49,14,87,14,5,2,0,0
Valmik Nalinkant Buch,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Quinton Friend,South Africa,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luke Robins,Australia,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uwe Birkenstock,South Africa,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Romano Terblanche,South Africa,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shalabh Shrivastava,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tumi Masekela,South Africa,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michael Erlank,South Africa,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manjot Singh,Australia,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ravikumar Samarth,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alistair Gray,South Africa,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jonathon Dean,Australia,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Siya Simetu,South Africa,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abhimanyu Easwaran,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eddie Leie,South Africa,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Akshay  Chauhan,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shaheen Khan,South Africa,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cody Chetty,South Africa,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Malusi Siboto,South Africa,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Usman Shinwari,Pakistan,Male,17,4,6,7,6,2,85.72,1,0,1,2,0,0,0
Daryn Smit,South Africa,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Khaya Zondo,South Africa,Male,6,6,146,231,54,29.2,63.21,1,8,3,0,1,0,0
Dane Paterson,South Africa,Male,4,0,0,0,0,0,0,0,0,0,0,0,0,0
Carl Stephen Sandri,Australia,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stephen Cook,South Africa,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pite van Biljon,South Africa,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rahul Tewatia,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Juan de Villiers,South Africa,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rudi Second,South Africa,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cameron Delport,South Africa,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grant Mokoena,South Africa,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vuyisa Makhaphela,South Africa,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Basheeru-Deen Walters,South Africa,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shashaank Sharma,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brett Pelser,South Africa,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subroto Ghosh,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Writtick Chatterjee,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mthokozisi Shezi,South Africa,Male,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Divan van Wyk,South Africa,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jayanta Behera,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Qaasim Adams,South Africa,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shaun von Berg,South Africa,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Garikina Venkata Satya Prasad,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Puneet Datey,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Solomon Mire,Zimbabwe,Male,47,47,955,1191,112,20.32,80.19,0,93,24,4,3,1,0
Colin Ackermann,Netherlands,Male,20,19,506,661,81,28.11,76.56,1,52,4,2,4,0,0
Keshav Maharaj,South Africa,Male,54,29,294,360,40,12.78,81.67,6,35,4,1,0,0,0
Umar Nazir Mir,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blake Dean,Australia,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jake Reed,Australia,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Azim Akthar,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lesiba Ngoepe,South Africa,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Navdeep Saini,India,Male,8,5,107,137,45,53.5,78.11,3,9,3,0,0,0,0
Michael Price,South Africa,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Naman Sajjan Kataria,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dominic Hendricks,South Africa,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brendon Louw,South Africa,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gitansh Khera,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gurshwin Rabie,South Africa,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vinit Ajit Indulkar,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bongani Jele,South Africa,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cedric Jonker,Zimbabwe,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Edward Moore,South Africa,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ben Dwarshuis,Australia,Male,6,3,61,92,33,20.33,66.31,0,4,2,0,0,0,0
Suryaprakash Suwalka,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jitender Dayashankar Shaw,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rene Farrell,Australia,Female,44,21,182,259,39,18.2,70.28,11,18,0,2,0,0,0
Abhishek Kaushik,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saurabh Netravalkar,United States of America,Male,63,35,150,247,19,9.38,60.73,19,12,2,3,0,0,0
Kyle Nipper,South Africa,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lefa Mosena,South Africa,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aviwe Mgijima,South Africa,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Koushik Ghosh,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lundi Mbane,South Africa,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brad White,South Africa,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abhijit Karambelkar,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tiffie Barnes,South Africa,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Earl Hendrikse,South Africa,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Christiaan Jonker,South Africa,Male,2,2,31,33,25,15.5,93.94,0,5,1,0,0,0,0
Jeremy Solozano,West Indies,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daryl Cox,Australia,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Monu Kumar,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shreyas Gopal,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Avesh Khan,India,Male,8,4,23,29,10,7.67,79.32,1,2,1,0,0,0,0
Greg Davidson,Australia,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tristan Coleman,West Indies,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shimron Hetmyer,West Indies,Male,57,52,1543,1464,139,31.49,105.4,3,117,56,3,4,5,0
Sibonelo Makhanya,South Africa,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gudakesh Motie,West Indies,Male,34,22,357,353,63,21,101.14,5,37,15,1,2,0,0
Dirk Bruwer,South Africa,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ameer Hamza,Pakistan,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brandon King,West Indies,Male,58,58,1530,1841,112,27.32,83.11,2,186,31,6,8,3,0
Allahudien Paleker,South Africa,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jonathan Drakes,West Indies,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fabian Allen,West Indies,Male,20,16,200,203,51,15.38,98.53,3,18,8,2,1,0,0
Karan Kaila,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hashen Ramanayake,Sri Lanka,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bradley Bopp,South Africa,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tagenarine Chanderpaul,West Indies,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Priyamal Perera,Sri Lanka,Male,2,2,33,58,33,16.5,56.9,0,2,0,1,0,0,0
Ray Jordan,West Indies,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nicole Bolton,Australia,Female,50,50,1896,2622,124,41.22,72.32,4,195,2,3,12,4,0
Rob Sayer,England,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gerrie Pienaar,South Africa,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshan Jayasinghe,Sri Lanka,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ramaal Lewis,West Indies,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Salman Saeed,Pakistan,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kate Cross,England,Female,76,34,271,385,38,12.32,70.39,12,29,1,2,0,0,0
Preston McSween,West Indies,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bryan Charles,West Indies,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Imran Rafiq,Pakistan,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hussain Talat,Pakistan,Male,4,4,75,87,41,25,86.21,1,8,1,0,0,0,0
Karamat Ali,Pakistan,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rob Jones,England,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
James Bazley,Australia,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mohammad Aftab,Pakistan,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kamran Ghulam,Pakistan,Male,10,7,210,212,103,30,99.06,0,19,9,1,1,1,0
Joe Clarke,England,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luke Wood,England,Male,2,1,10,10,10,10,100,0,1,0,0,0,0,0
Josh Shaw,England,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Irfanullah Shah,Pakistan,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tony Wilds,Australia,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jack Winslade,England,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ed Barnard,England,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kirwin Christoffels,South Africa,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Peter Young-Husband,New Zealand,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saud Shakeel,Pakistan,Male,19,16,408,478,68,27.2,85.36,1,45,1,0,4,0,0
Malcolm Nofal,New Zealand,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kamran Shahzad,Pakistan,Male,1,1,13,15,13,13,86.67,0,0,1,0,0,0,0
Saifullah Khan,Pakistan,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ihsanullah Janat,Afghanistan,Male,16,16,307,440,57,21.93,69.78,2,38,6,2,3,0,0
Chirag Suri,United Arab Emirates,Male,37,37,946,1507,115,25.57,62.78,0,96,13,4,5,2,0
Jono Hickey,New Zealand,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fareed Ahmad Malik,Afghanistan,Male,19,8,46,87,17,11.5,52.88,4,2,1,1,0,0,0
Ian McPeake,New Zealand,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Duanne Olivier,South Africa,Male,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Ahilen Beadle,Australia,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mohammad Mujtaba,Afghanistan,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abdullah Adil,Afghanistan,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tipene Friday,New Zealand,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Swapnil Patil,United Arab Emirates,Male,13,12,263,404,99,26.3,65.1,2,22,2,1,2,0,0
Devon Conway,New Zealand,Male,36,35,1431,1631,152,44.72,87.74,3,176,17,2,4,5,0
Shaiman Anwar,United Arab Emirates,Male,41,41,1336,1545,117,34.26,86.48,2,133,28,2,11,2,0
Nasir Aziz,United Arab Emirates,Male,5,3,82,125,60,27.33,65.6,0,11,0,0,1,0,0
Mohammad Naveed,United Arab Emirates,Male,40,35,401,327,45,16.04,122.63,10,41,21,2,0,0,0
Jono Boult,New Zealand,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ili Tugaga,Samoa,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manjula Guruge,United Arab Emirates,Male,7,4,16,29,10,0,55.18,4,1,0,0,0,0,0
Saeed Sarkar,Bangladesh,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rohan Mustafa,United Arab Emirates,Male,82,76,1508,2368,109,21.24,63.69,5,124,26,8,7,1,0
Rudi Birkenstock,South Africa,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Richard T Widows,Australia,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nasir Jamal,Afghanistan,Male,16,14,352,537,53,27.08,65.55,1,25,1,1,3,0,0
Roald Badenhorst,New Zealand,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Usman Ghani,Afghanistan,Male,17,17,435,578,118,25.59,75.26,0,39,10,3,2,1,0
Muslim Musa,Afghanistan,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Salman Faris,United Arab Emirates,Male,3,3,43,79,27,14.33,54.44,0,5,0,1,0,0,0
Mehedy,Bangladesh,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Younas Ahmadzai,Afghanistan,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
